date,ville,region,latitude,longitude,altitude_m,type_climat,temp_min_c,temp_max_c,temp_mean_c,humidite_pct,precipitations_mm,vitesse_vent_ms,direction_vent_deg,rafale_max_ms,ensoleillement_h,duree_jour_h,rayonnement_wm2,pm25_proxy_ugm3,qualite_capteur
2023-12-25,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.3,,16.8,10.0,0.0,8.9,73.0,14.0,10.0,10.51,995.3,110.7,medium
2023-12-26,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,25.2,0.9,22.5,0.0,7.6,61.0,11.1,10.5,10.51,1286.8,,medium
2023-12-27,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.5,,17.5,19.6,0.0,5.4,42.0,8.0,,10.51,833.8,,medium
2023-12-28,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,11.7,27.7,16.7,10.0,0.0,6.2,60.0,9.2,10.5,10.52,1030.5,74.8,medium
2023-12-29,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.1,25.7,17.1,10.0,0.0,10.2,,14.8,10.5,10.52,889.0,,medium
2023-12-30,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.4,26.8,18.3,,0.0,8.9,85.0,10.1,10.5,10.52,953.3,153.1,medium
2023-12-31,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,11.3,22.7,15.5,12.0,0.0,,81.0,11.7,,10.53,807.0,103.5,medium
2024-01-01,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.5,25.3,18.6,15.9,0.0,6.6,79.0,9.3,10.5,10.53,1080.2,105.6,medium
2024-01-02,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.9,26.4,17.4,17.6,,,45.0,10.8,10.5,10.54,1196.5,75.0,medium
2024-01-03,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.0,27.3,18.8,,0.0,11.3,40.0,16.4,9.8,10.54,928.3,94.1,medium
2024-01-04,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.7,26.0,16.3,14.8,0.0,6.9,76.0,8.9,9.9,10.55,955.2,102.6,medium
2024-01-05,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.9,,16.2,18.8,0.0,11.2,38.0,14.5,10.6,10.56,1228.6,87.5,medium
2024-01-06,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.8,25.2,18.2,20.6,0.0,5.4,80.0,5.5,10.6,10.57,866.0,93.3,medium
2024-01-07,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.3,8.5,18.4,26.4,,6.2,50.0,9.9,10.0,10.57,,136.0,medium
2024-01-08,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.9,32.2,18.4,10.0,,7.3,45.0,11.3,10.6,10.58,881.4,126.5,medium
2024-01-09,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.3,30.0,17.4,20.6,0.0,8.4,86.0,11.4,10.6,10.59,1218.0,80.1,medium
2024-01-10,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.1,28.8,18.9,23.2,0.0,5.7,89.0,7.5,10.6,10.6,826.3,79.1,medium
2024-01-11,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,26.3,28.7,18.7,19.3,0.0,7.5,77.0,11.0,,10.61,1173.3,107.1,medium
2024-01-12,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.0,23.3,17.4,18.8,0.0,8.2,49.0,9.4,10.6,10.62,1114.8,,medium
2024-01-13,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,10.9,25.4,16.0,23.6,0.0,8.7,38.0,12.7,,10.63,1134.8,140.3,medium
2024-01-14,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.4,28.7,19.6,11.2,0.0,8.5,72.0,13.1,10.6,10.64,1092.5,102.0,medium
2024-01-15,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.3,27.0,18.6,21.2,0.0,7.0,48.0,7.5,10.7,10.65,1110.6,140.2,medium
2024-01-16,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.5,54.8,,22.0,0.0,8.6,51.0,11.2,10.7,10.66,,2599.0,medium
2024-01-17,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.1,24.1,16.7,,0.0,6.3,71.0,8.5,10.6,10.67,893.6,,medium
2024-01-18,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.9,26.1,17.4,23.8,0.0,8.7,39.0,13.2,10.7,10.69,1196.4,151.3,medium
2024-01-19,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.9,29.1,19.6,,0.0,6.2,70.0,7.5,10.7,10.7,888.8,90.4,medium
2024-01-20,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.1,31.1,20.1,24.6,0.0,7.1,,9.4,10.7,10.71,869.1,,medium
2024-01-21,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,24.4,18.1,13.9,0.0,8.2,65.0,9.6,10.7,10.73,931.5,104.9,medium
2024-01-22,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.4,26.4,19.8,17.4,,9.1,89.0,9.3,10.7,10.74,906.1,100.8,medium
2024-01-23,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.5,30.4,18.2,11.1,0.0,11.3,55.0,11.3,-4.2,10.75,1247.2,132.8,medium
2024-01-24,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.6,27.3,19.4,,0.0,4.8,37.0,5.9,10.6,10.77,1084.9,131.2,medium
2024-01-25,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,30.1,17.4,21.5,0.0,8.6,33.0,10.6,10.8,10.78,872.2,145.6,medium
2024-01-26,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,13.8,31.3,18.2,20.2,0.0,10.4,46.0,11.8,10.8,10.8,,149.7,medium
2024-01-27,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,26.4,13.0,17.5,21.4,0.0,7.5,35.0,11.1,9.2,10.81,835.2,84.9,medium
2024-01-28,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.2,,17.1,12.6,0.0,84.8,58.0,12.2,10.8,10.83,1305.6,87.3,medium
2024-01-29,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,12.2,26.9,18.0,20.7,0.0,7.2,39.0,10.2,10.8,10.85,1067.1,81.8,medium
2024-01-30,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.8,,18.6,10.0,0.0,8.4,50.0,8.6,10.9,10.86,1095.7,83.8,medium
2024-01-31,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.6,28.8,19.1,-9.0,0.0,9.4,46.0,10.3,27.4,10.88,840.1,122.8,medium
2024-02-01,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,19.7,33.1,22.2,,0.0,7.5,50.0,8.0,10.9,10.9,1220.6,96.7,medium
2024-02-02,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,19.5,29.8,20.4,20.5,0.0,7.0,33.0,,10.8,10.91,1045.8,85.7,medium
2024-02-03,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,17.9,33.0,23.8,18.0,0.0,5.4,70.9,8.0,,10.93,1065.0,83.6,medium
2024-02-04,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.8,33.0,22.4,27.2,0.0,,42.0,13.5,10.4,10.95,865.5,130.1,medium
2024-02-05,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,18.4,31.2,21.3,,0.0,8.4,35.7,9.6,11.0,10.97,,111.9,medium
2024-02-06,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.0,34.0,22.9,14.9,0.0,5.6,62.0,6.7,11.0,10.99,1214.6,2068.8,medium
2024-02-07,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,17.3,35.1,22.8,15.9,0.0,8.6,43.0,9.6,9.9,11.01,995.4,104.8,medium
2024-02-08,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,21.6,30.5,24.1,23.7,0.0,7.1,88.0,9.4,10.2,11.03,1143.5,104.8,medium
2024-02-09,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,17.0,31.7,23.0,14.1,0.0,5.1,32.0,5.1,11.0,11.05,,152.3,medium
2024-02-10,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,17.5,34.6,21.7,17.6,0.0,12.2,86.0,12.6,10.5,11.07,927.6,,medium
2024-02-11,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,17.5,32.4,21.6,12.5,0.0,10.0,90.0,10.4,11.0,11.09,,,medium
2024-02-12,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.8,30.4,20.3,,0.0,8.7,80.0,12.0,,11.11,1088.0,127.4,medium
2024-02-13,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.6,32.4,23.5,26.7,0.0,5.8,43.0,7.9,9.7,11.13,,82.3,medium
2024-02-14,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,20.6,35.5,25.1,15.4,0.0,6.8,74.4,9.3,11.1,11.15,1094.6,67.8,medium
2024-02-15,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,19.8,37.6,24.9,17.7,0.0,6.7,32.0,7.0,10.3,11.17,1110.3,132.5,medium
2024-02-16,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,18.4,30.1,21.6,10.0,0.0,8.4,65.0,12.4,0.6,11.19,,163.0,medium
2024-02-17,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,20.9,32.2,23.4,35.0,0.0,6.5,33.0,10.4,11.2,11.21,1184.5,1835.4,medium
2024-02-18,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,17.3,32.5,21.8,19.0,0.0,8.2,33.0,11.5,10.6,11.24,917.9,147.9,medium
2024-02-19,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,21.5,33.8,23.9,25.5,0.1,8.3,56.0,8.9,10.7,11.26,1138.5,147.7,medium
2024-02-20,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,20.7,29.8,23.6,13.1,0.0,7.4,,11.1,11.0,11.28,1144.7,116.2,medium
2024-02-21,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,15.6,32.1,21.8,16.7,0.0,73.3,71.9,13.5,10.3,11.3,1236.9,121.5,medium
2024-02-22,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,16.5,34.0,22.3,16.6,0.0,6.7,77.0,10.0,11.0,11.33,947.4,111.5,medium
2024-02-23,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,20.9,35.2,24.1,13.1,0.0,3.6,46.0,4.7,9.5,11.35,1113.9,91.0,medium
2024-02-24,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,20.7,33.3,24.1,13.7,0.0,8.8,56.0,10.2,11.4,11.37,1124.0,,medium
2024-02-25,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,,23.0,,0.0,9.9,89.0,10.3,11.0,11.4,952.5,1493.3,medium
2024-02-26,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,14.7,32.4,21.0,26.1,0.0,9.4,75.0,12.3,8.3,11.42,,143.8,medium
2024-02-27,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,18.0,38.0,24.0,19.9,0.0,6.4,33.0,8.1,9.8,11.45,943.6,,medium
2024-02-28,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,19.6,35.6,24.4,16.7,0.0,85.6,62.0,12.4,10.7,11.47,1135.6,,medium
2024-02-29,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,20.9,34.3,24.4,24.9,0.0,4.4,45.0,6.7,11.5,11.49,1004.0,142.9,medium
2024-03-01,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,25.4,34.7,28.0,10.7,0.0,9.1,58.0,10.3,19.3,11.52,931.9,83.1,medium
2024-03-02,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,26.4,38.1,28.7,23.1,0.0,11.0,,,9.1,11.54,,1370.4,medium
2024-03-03,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,21.4,36.2,27.3,10.0,0.0,7.9,80.0,9.2,,11.57,836.0,110.1,medium
2024-03-04,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.0,37.1,28.6,13.6,0.0,6.9,70.0,9.7,10.6,11.59,1062.4,133.5,medium
2024-03-05,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,23.0,39.7,28.1,22.5,0.0,12.5,51.0,17.9,10.3,11.62,897.3,140.2,medium
2024-03-06,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,38.8,29.3,23.9,0.0,9.0,31.0,12.7,11.0,11.64,934.8,80.5,medium
2024-03-07,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,25.4,,,15.5,0.0,4.0,64.0,4.8,10.6,11.67,1051.9,108.0,medium
2024-03-08,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.3,37.2,28.1,13.7,0.0,9.3,35.0,13.0,10.8,11.69,1214.6,151.1,medium
2024-03-09,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,22.4,34.2,27.6,22.4,0.0,8.8,30.0,11.1,11.4,11.72,966.2,131.7,medium
2024-03-10,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.5,36.5,28.5,25.4,0.0,9.6,38.0,10.2,11.7,11.74,1294.5,131.0,medium
2024-03-11,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,25.4,38.0,27.3,16.3,0.0,7.4,65.0,11.8,11.4,11.77,,89.5,medium
2024-03-12,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.2,45.5,32.0,25.4,0.0,7.0,66.0,8.9,,11.79,1138.7,98.5,medium
2024-03-13,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,21.9,38.0,28.5,27.2,0.0,8.5,75.0,10.5,11.8,11.82,999.9,122.3,medium
2024-03-14,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,22.2,38.3,28.7,25.4,0.0,6.5,46.0,7.6,25.5,11.85,1329.5,118.4,medium
2024-03-15,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,,30.2,10.7,0.0,5.7,69.0,8.6,3.2,11.87,1102.8,158.9,medium
2024-03-16,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.7,42.4,28.6,20.5,0.0,6.6,33.0,7.5,11.9,11.9,1177.7,102.8,medium
2024-03-17,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,26.1,38.3,49.5,14.7,0.0,6.9,52.0,9.2,10.2,11.92,1019.0,108.0,medium
2024-03-18,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.0,40.9,30.5,,0.0,11.1,43.0,17.1,,11.95,1363.0,135.4,medium
2024-03-19,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.8,,26.6,21.1,,7.3,47.0,7.6,11.2,11.97,1232.5,,medium
2024-03-20,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,23.9,37.9,26.5,,0.0,5.3,47.0,6.9,10.9,12.0,1205.9,134.1,medium
2024-03-21,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,23.4,36.3,27.6,13.2,0.0,4.9,56.0,5.9,11.9,12.03,1209.4,85.7,medium
2024-03-22,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,40.7,29.0,19.5,0.9,6.7,,6.7,11.2,12.05,922.3,98.7,medium
2024-03-23,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,22.2,36.4,28.9,14.0,0.0,8.8,75.0,,10.8,12.08,1261.0,138.6,medium
2024-03-24,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,25.4,38.6,29.8,87.8,0.0,7.9,78.0,,12.1,12.1,1284.8,104.6,medium
2024-03-25,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.5,39.4,30.1,20.1,,5.2,,6.4,11.8,12.13,1206.6,149.8,medium
2024-03-26,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,26.3,43.0,6.0,17.5,0.0,5.6,31.0,6.9,11.7,12.15,,130.6,medium
2024-03-27,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.3,39.3,29.5,10.0,0.0,11.6,50.0,,,12.18,1133.6,149.4,medium
2024-03-28,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,22.8,39.1,30.1,10.0,0.1,5.5,36.0,7.5,10.2,12.21,,,medium
2024-03-29,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,23.2,38.5,26.1,13.0,,8.7,62.0,12.9,,12.23,1206.5,86.0,medium
2024-03-30,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,24.9,43.3,30.0,10.0,0.0,8.2,70.0,10.8,11.7,12.26,1339.0,,medium
2024-03-31,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.7,41.8,30.7,20.8,0.0,11.4,56.0,13.6,9.4,12.28,816.2,123.3,medium
2024-04-01,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,31.1,39.6,35.1,27.1,0.0,6.5,194.0,8.9,-1.0,12.31,1064.8,32.7,medium
2024-04-02,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,31.1,40.4,35.9,10.0,,2.2,13.0,2.6,,12.33,,27.7,medium
2024-04-03,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,28.6,40.7,34.7,14.8,0.0,5.5,238.0,49.0,12.0,12.36,1126.5,30.4,medium
2024-04-04,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.8,39.6,33.2,16.6,,5.0,235.0,6.2,10.3,12.38,996.4,35.6,medium
2024-04-05,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.7,,36.2,17.3,0.0,6.3,154.0,,12.1,12.41,1293.9,33.4,medium
2024-04-06,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,30.4,,34.5,,0.0,4.0,280.0,5.9,11.2,12.43,1108.2,48.0,medium
2024-04-07,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,28.7,39.3,33.8,10.0,0.0,6.1,42.0,6.8,10.7,12.46,878.8,33.9,medium
2024-04-08,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,30.4,,34.8,10.0,0.0,3.8,169.0,4.3,11.5,12.48,1120.0,38.1,medium
2024-04-09,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.0,42.2,,12.9,,2.9,13.0,4.3,12.0,12.51,1127.2,28.9,medium
2024-04-10,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,30.9,,35.6,13.8,0.0,4.3,307.0,5.0,12.5,12.53,1200.0,,medium
2024-04-11,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,30.2,40.6,33.9,,,6.0,31.0,7.9,9.7,12.55,908.9,35.8,medium
2024-04-12,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.1,38.9,33.5,10.6,0.0,6.6,212.0,8.2,11.4,12.58,,,medium
2024-04-13,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.1,38.2,32.9,10.0,0.0,5.7,3.0,8.4,,12.6,919.8,35.9,medium
2024-04-14,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,31.3,,35.3,27.1,0.0,2.2,206.0,2.6,11.7,12.63,927.8,,medium
2024-04-15,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,31.1,39.9,36.4,16.6,0.0,5.3,179.0,5.4,11.1,12.65,,34.3,medium
2024-04-16,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.7,39.4,,15.5,0.0,4.1,69.0,5.6,10.5,12.67,883.3,36.4,medium
2024-04-17,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,26.2,39.0,32.5,10.0,0.0,4.0,207.0,5.2,10.3,12.7,1146.2,38.4,medium
2024-04-18,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,37.7,33.6,21.8,0.0,7.3,319.0,9.0,11.7,12.72,1301.0,34.0,medium
2024-04-19,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.7,39.6,,17.9,0.0,4.3,22.0,4.4,12.0,12.74,1156.8,33.8,medium
2024-04-20,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.4,36.8,33.2,27.7,0.0,,357.0,9.3,11.2,12.76,1171.2,34.2,medium
2024-04-21,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,28.6,41.1,34.7,21.2,,3.9,132.0,5.8,12.1,12.79,,,medium
2024-04-22,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.4,38.8,33.9,18.8,0.0,4.5,309.0,6.3,11.0,12.81,980.6,38.6,medium
2024-04-23,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.7,41.2,34.6,15.0,0.0,,181.0,3.7,,12.83,949.1,41.7,medium
2024-04-24,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,28.1,38.4,34.0,28.5,0.0,6.9,251.0,7.5,9.3,12.85,1026.2,45.3,medium
2024-04-25,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.4,39.5,35.0,,0.0,3.9,271.0,4.6,10.8,12.87,1084.4,30.4,medium
2024-04-26,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.4,21.0,34.6,16.6,0.0,3.0,222.0,3.0,11.9,12.89,1212.9,32.7,medium
2024-04-27,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.7,39.1,33.1,14.6,0.0,4.1,167.0,5.0,10.6,12.91,1141.8,31.4,medium
2024-04-28,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,27.1,39.0,33.2,19.6,0.0,,238.0,6.1,10.4,12.93,1269.2,32.2,medium
2024-04-29,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.7,42.3,38.4,11.0,0.0,5.9,304.0,6.8,11.2,12.95,1243.6,559.6,medium
2024-04-30,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,29.5,40.8,35.5,,0.0,5.3,249.0,5.7,11.7,12.97,1199.8,47.0,medium
2024-05-01,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.8,44.7,38.4,10.0,0.0,6.0,50.0,7.9,10.9,12.99,1269.1,41.0,medium
2024-05-02,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.2,68.9,37.7,11.3,0.0,4.8,172.0,7.0,10.9,13.01,1179.4,36.6,medium
2024-05-03,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,35.5,44.2,39.1,11.0,0.0,4.6,34.0,7.2,11.4,13.03,1030.2,38.3,medium
2024-05-04,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.0,43.4,37.6,12.0,0.0,4.2,217.0,5.3,12.2,13.05,1027.2,42.9,medium
2024-05-05,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,37.5,47.1,41.3,17.5,0.0,2.3,139.0,3.1,11.6,13.07,,41.9,medium
2024-05-06,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,34.0,43.4,,14.4,0.0,5.7,274.0,6.9,,13.09,,,medium
2024-05-07,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,34.7,44.3,38.0,21.7,0.0,5.3,92.0,7.0,12.7,13.1,,32.7,medium
2024-05-08,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.6,45.1,38.5,18.8,0.0,7.5,314.0,8.0,10.6,13.12,1199.1,,medium
2024-05-09,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.3,41.1,37.2,21.0,0.0,6.9,279.0,,11.3,13.14,1183.2,42.8,medium
2024-05-10,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,37.1,47.3,,15.9,0.0,5.4,37.0,5.6,10.4,13.15,1202.1,42.0,medium
2024-05-11,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,,44.3,38.2,21.4,0.0,7.1,126.0,8.0,10.6,13.17,1234.9,40.4,medium
2024-05-12,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.6,42.7,37.8,17.7,0.0,8.9,187.0,9.2,10.2,13.19,,46.1,medium
2024-05-13,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.3,45.8,39.5,20.8,0.0,5.0,13.0,5.7,11.8,13.2,1121.6,,medium
2024-05-14,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,31.5,42.8,37.6,14.3,0.0,5.1,84.0,6.9,11.8,13.22,,38.8,medium
2024-05-15,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,30.3,41.3,36.6,15.4,0.0,7.3,126.0,7.6,10.8,13.23,1018.5,35.0,medium
2024-05-16,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,35.2,43.4,,12.8,0.0,5.3,65.0,6.1,12.6,13.25,1348.1,31.8,medium
2024-05-17,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,34.7,43.7,38.1,22.6,0.0,5.9,233.0,6.6,,13.26,1063.7,,medium
2024-05-18,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,59.9,43.7,40.1,10.0,0.0,5.2,213.0,7.6,10.8,13.27,1196.1,32.9,medium
2024-05-19,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,35.1,44.6,38.4,17.0,0.0,6.5,160.0,7.2,,13.29,999.7,38.7,medium
2024-05-20,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.8,43.6,,13.1,0.0,,75.0,10.0,11.4,13.3,1233.8,36.8,medium
2024-05-21,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,31.8,,38.0,17.7,0.0,4.1,199.0,4.8,10.4,13.31,881.2,34.6,medium
2024-05-22,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.8,43.1,37.1,17.4,0.5,4.9,16.0,5.6,,13.33,1137.2,31.0,medium
2024-05-23,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.9,43.4,37.2,16.5,0.0,4.4,312.0,5.0,11.5,13.34,1036.3,30.5,medium
2024-05-24,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,36.7,44.4,40.4,19.8,0.0,3.8,256.0,4.4,11.5,13.35,1092.5,42.9,medium
2024-05-25,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,35.2,45.9,39.3,999.0,0.0,6.3,306.0,6.5,10.1,13.36,958.3,37.2,medium
2024-05-26,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,34.3,43.9,39.5,10.0,,6.1,157.0,7.2,12.9,13.37,1506.7,42.6,medium
2024-05-27,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.9,,,,0.0,,147.0,3.8,11.0,13.38,,,medium
2024-05-28,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,36.0,,,,,,314.0,6.0,11.2,13.39,,,medium
2024-05-29,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,32.4,,,,0.0,,220.0,9.7,10.9,13.4,,,medium
2024-05-30,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.0,,,,0.0,,163.0,7.6,8.9,13.41,,,medium
2024-05-31,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,33.9,,,,0.0,,273.0,10.1,12.0,13.42,,,medium
2024-06-01,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,37.0,,,,1.9,,268.0,7.7,8.7,13.43,,,medium
2024-06-02,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,36.6,,,,1.0,,30.0,5.4,7.0,13.43,,,medium
2024-06-03,Kaélé,Extrême-Nord,10.117,14.45,400,sahelian,35.9,45.2,41.1,,0.0,4.2,354.0,4.4,7.0,13.44,842.1,36.1,medium
